university,dimension,label,tone,rationale,evidence_quote,chunk_id
Dartmouth College,Prohibited_Uses,1,Restrictive,"Implicit prohibition by default, but not a comprehensive list of disallowed activities.","""Students may not use GenAI tools for coursework unless expressly permitted.""",1
Dartmouth College,Disclosure_Citation_Requirements,2,Balanced,"Clear requirement for acknowledgment/citation, with disciplinary consequences for non‑compliance.","""Use of GenAI tools require acknowledgement or citation for academic integrity.""",1
Dartmouth College,Accountability_Enforcement,1,Restrictive,Mentions disciplinary action but lacks specific enforcement mechanisms or roles.,"""Failure to cite or acknowledge GenAI use may result in disciplinary action.""",1
Dartmouth College,Pedagogical_Integration,2,Permissive,Strong emphasis on instructor autonomy and integration into course design.,"""Instructors are encouraged to define AI policies specific to their courses.""",1
Dartmouth College,Ethical_Equity_Considerations,0,NA,"No explicit discussion of ethics, bias, or equity issues.",,1
Dartmouth College,Tone_Orientation,1,Balanced,Policy balances caution with openness but leans toward cautious use.,"""However, unrestricted usage is neither always nor necessarily appropriate…""",1
Dartmouth College,Implementation_Authority,2,Permissive,Clear delegation of decision‑making power to instructors.,"""Instructors have authority to determine whether AI tools may be used in their course.""",1
Dartmouth College,Tools_Specificity,0,NA,No specific tools or platforms are named; policy remains generic.,,1
University of California-Los Angeles,Purpose_Scope,2,Balanced,Explicitly states purpose and scope for teaching/learning use.,Using Generative AI Reflectively and Responsibly in Teaching and Learning,1
University of California-Los Angeles,Permitted_Uses,1,Balanced,Mentions benefits but no detailed list of allowed activities.,potential benefits in making personalized learning feasible and scalable,1
University of California-Los Angeles,Prohibited_Uses,0,NA,No explicit prohibitions mentioned.,,1
University of California-Los Angeles,Disclosure_Citation_Requirements,0,NA,Policy does not specify disclosure or citation rules.,,1
University of California-Los Angeles,Accountability_Enforcement,1,Balanced,Mentions oversight body but no enforcement mechanisms.,TLC will update this resource as developments occur,1
University of California-Los Angeles,Pedagogical_Integration,2,Permissive,Encourages integration with examples of use.,Instructors who are interested in incorporating GenAI into teaching and learning may see its potential benefits,1
University of California-Los Angeles,Ethical_Equity_Considerations,1,Restrictive,Acknowledges ethical concerns but lacks mitigation guidance.,"algorithms can and do replicate and produce biased, racist, and sexist outputs",1
University of California-Los Angeles,Tone_Orientation,2,NA,"Overall tone is reflective and responsible, encouraging use with caution.",Using Generative AI Reflectively and Responsibly in Teaching and Learning,1
University of California-Los Angeles,Implementation_Authority,1,Balanced,Mentions a governing body but no clear authority hierarchy.,TLC will update this resource as developments occur,1
University of California-Los Angeles,Tools_Specificity,2,NA,Provides specific examples of GenAI tools.,"OpenAI's ChatGPT and DALL-E, Microsoft's Copilot, Google's Gemini, and Claude",1
University of California-Los Angeles,Purpose_Scope,2,Balanced,Policy explicitly outlines purpose: guiding instructors through reflection and decision‑making about GenAI use.,"Before discussing GenAI tools with your students... consider taking some time to reflect on your views, interest in, and comfort level with GenAI.",2
University of California-Los Angeles,Permitted_Uses,1,Restrictive,"Mentions limited permitted uses but does not detail them fully, indicating weak presence.",Limited use of AI in class with citation,2
University of California-Los Angeles,Prohibited_Uses,1,Restrictive,Addresses plagiarism as a prohibited use but lacks comprehensive list of prohibitions.,If you have concerns about a student using GenAI tools to plagiarize work... follow the Guidance for Addressing Suspected AI Misconduct,2
University of California-Los Angeles,Disclosure_Citation_Requirements,1,Balanced,"Requires citation for permitted uses, but policy is brief and not exhaustive.",Limited use of AI in class with citation,2
University of California-Los Angeles,Accountability_Enforcement,0,,No explicit enforcement mechanisms or accountability structures are mentioned.,,2
University of California-Los Angeles,Pedagogical_Integration,2,Balanced,Strong emphasis on integrating GenAI into pedagogy through student‑centered policy development and curriculum design.,Consider forming a policy in collaboration with your students at the beginning of the quarter,2
University of California-Los Angeles,Ethical_Equity_Considerations,2,Restrictive,"Policy explicitly discusses bias, environmental impact, and ethical concerns, indicating strong focus on equity.","oncerns about the ethics and practices around GenAI tools... algorithms can replicate biased, racist, and sexist outputs",2
University of California-Los Angeles,Tone_Orientation,1,Balanced,"Overall tone is cautious but supportive, neither overly permissive nor strictly prohibitive.","Consider working through these questions, and if you have further questions or concerns... get in touch with an instructional designer",2
University of California-Los Angeles,Implementation_Authority,0,,Policy does not specify who has authority to implement or enforce it at the institutional level.,,2
University of California-Los Angeles,Tools_Specificity,1,Balanced,"Provides some tools (chart, survey) but lacks detailed specifications for all aspects of policy implementation.",AI Faculty Consultation Chart,2
University of California-Los Angeles,Purpose_Scope,1,Balanced,Policy states goals but lacks explicit scope definition,"emphasize the importance of digital literacy, research, and writing skills",3
University of California-Los Angeles,Permitted_Uses,2,Permissive,Explicitly allows use of university-provided tools for learning,Using UCLA's available GenAI tools ensures that the technology does not come at a cost to students,3
University of California-Los Angeles,Prohibited_Uses,0,Restrictive,No explicit prohibitions mentioned in excerpt,,3
University of California-Los Angeles,Disclosure_Citation_Requirements,1,Balanced,Mentions discussion but no formal citation policy,Talk with your students about ethical issues and limitations,3
University of California-Los Angeles,Accountability_Enforcement,0,Restrictive,No enforcement mechanisms referenced,,3
University of California-Los Angeles,Pedagogical_Integration,2,Permissive,Encourages integration into curriculum and discussion,Facilitate discussions with your students about the impacts of spreading disinformation or biased information,3
University of California-Los Angeles,Ethical_Equity_Considerations,2,Balanced,"Explicit focus on equity, accessibility, and ethical issues",Ensure equity and accessibility concerns are addressed,3
University of California-Los Angeles,Tone_Orientation,1,Balanced,Overall tone is encouraging but cautious,Seize the opportunity to center the importance of critical thinking,3
University of California-Los Angeles,Implementation_Authority,0,Restrictive,No authority or responsible office specified in excerpt,,3
University of California-Los Angeles,Tools_Specificity,2,Permissive,Provides specific tools and resources,WI+RE's Introduction to AI Chatbots,3
University of California-Berkeley,Purpose_Scope,2,Balanced,explicitly states purpose and scope of advisory,"guides how to use these tools to support innovation without putting institutional, personal, or proprietary information at risk",1
University of California-Berkeley,Permitted_Uses,1,Restrictive,mentions permitted use but limited to P1 data; no detailed list,Allowable Use by Data Classification Publicly-available information (Protection Level P1) can be used in generative AI tools,1
University of California-Berkeley,Prohibited_Uses,2,Restrictive,clearly enumerates prohibited uses and data levels,"Prohibited Use Completion of academic work in a manner not allowed by the instructor. Unless specifically stated... no personal, confidential, proprietary, or otherwise sensitive information may be entered into or generated as output",1
University of California-Berkeley,Disclosure_Citation_Requirements,0,,no mention of disclosure or citation requirements,,1
University of California-Berkeley,Accountability_Enforcement,1,Balanced,mentions accountability but weak enforcement mechanisms,If you are considering a new use... it is your responsibility to consider the ethics and risks involved and obtain approval from your instructor/responsible unit head,1
University of California-Berkeley,Pedagogical_Integration,0,,no specific pedagogical guidance provided,,1
University of California-Berkeley,Ethical_Equity_Considerations,1,Restrictive,references ethical constraints but limited scope,"Some generative AI tools, such as OpenAI, explicitly forbid their use for certain categories of activity, including harassment, discrimination, and other illegal activities",1
University of California-Berkeley,Tone_Orientation,1,Balanced,overall tone is cautious yet supportive,guides how to use these tools to support innovation without putting institutional... at risk,1
University of California-Berkeley,Implementation_Authority,2,Restrictive,clearly assigns authority to units for implementation,Units offering such tools should clearly advise staff and users as to the appropriate use and Protection Level limitations of the AI (and all) tools that they offer,1
University of California-Berkeley,Tools_Specificity,1,Balanced,mentions specific tools and licensing but not exhaustive list,"UC has license agreements for certain AI tools, which provide protection for use with more sensitive information. It is important to be sure you are using licensed tools",1
University of California-Berkeley,Purpose_Scope,1,Balanced,"Mentions scope of AI within existing UC policy framework, but no explicit purpose statement.",AI tools and their terms of use are subject to all UC policies regarding third parties,2
University of California-Berkeley,Permitted_Uses,0,NA,No specific permitted uses described.,,2
University of California-Berkeley,Prohibited_Uses,2,Restrictive,Explicit prohibition on sharing confidential data with AI tools.,Units are prohibited from providing any information that could be construed as confidential information of UC,2
University of California-Berkeley,Disclosure_Citation_Requirements,0,NA,No disclosure or citation requirements mentioned.,,2
University of California-Berkeley,Accountability_Enforcement,1,Balanced,"Provides contact for compliance questions, implying enforcement mechanism.",contact privacyoffice@berkeley.edu,2
University of California-Berkeley,Pedagogical_Integration,0,NA,No mention of teaching integration.,,2
University of California-Berkeley,Ethical_Equity_Considerations,1,NA,"References broader UC policy, implying ethical considerations, but not detailed.",subject to all UC policies regarding third parties and their access to UC data,2
University of California-Berkeley,Tone_Orientation,1,NA,Policy is cautious but not overly restrictive; balanced tone.,,2
University of California-Berkeley,Implementation_Authority,1,Balanced,Mentions guidance documents as authority for implementation.,UC Artificial Intelligence Risk Assessment Guide,2
University of California-Berkeley,Tools_Specificity,0,NA,No specific AI tools or detailed requirements listed.,,2
Rice University,Purpose_Scope,1,NA,Mentions scope but not detailed purpose.,policy governs all academic work,1
Rice University,Permitted_Uses,0,NA,No explicit permitted uses stated.,,1
Rice University,Prohibited_Uses,2,NA,Clear prohibition of unauthorized AI use for academic work.,Utilizing AI software to generate ideas and pass them off as one's own will also be considered plagiarism,1
Rice University,Disclosure_Citation_Requirements,0,NA,No disclosure or citation policy mentioned.,,1
Rice University,Accountability_Enforcement,2,NA,Defines evidence and enforcement process via Honor Council.,Professors can submit reasonable suspicions... detector software results will be sufficient evidence,1
Rice University,Pedagogical_Integration,1,NA,Suggests classroom practices to mitigate AI misuse.,Tailor unique prompts centered significantly around class material or discussion,1
Rice University,Ethical_Equity_Considerations,0,NA,No explicit ethical or equity considerations addressed.,,1
Rice University,Tone_Orientation,1,Restrictive,Policy is primarily restrictive toward unauthorized AI use.,will be considered plagiarism and will be adjudicated as such,1
Rice University,Implementation_Authority,2,NA,Clear authority hierarchy between faculty and council.,professors are allowed to create their own course-specific AI policies... supersedes the Honor Council's general AI policy,1
Rice University,Tools_Specificity,1,NA,Mentions specific tools but not detailed usage guidelines.,"detector software results, such as GPTZero",1
University of Notre Dame,Purpose_Scope,2,Balanced,"Explicitly states the policy is for Notre Dame faculty and aligns with university guidance, covering course and assignment levels.",aligning with institutional values,1
University of Notre Dame,Permitted_Uses,1,NA,Mentions specific allowed uses in Strategic stance; Open stance also allows broader use but requires attribution.,You may use generative AI for brainstorming and outlining only,1
University of Notre Dame,Prohibited_Uses,2,NA,"Closed policy explicitly bans all use, and other sections forbid direct pasted AI text and unauthorized assistance.",Generative AI tools may not be used for any part of this course,1
University of Notre Dame,Disclosure_Citation_Requirements,2,NA,"Consistently requires disclosure of tool, date, prompts, and contribution across all policy levels.","include a short ""AI use"" note at the end: list the tool, date, prompt(s), and how you used the output",1
University of Notre Dame,Accountability_Enforcement,1,NA,Links policy violations to the Honor Code but does not detail enforcement mechanisms.,Using AI to generate ideas... is considered unauthorized assistance under the ND Honor Code,1
University of Notre Dame,Pedagogical_Integration,2,NA,Encourages integration of AI policy with course objectives and assignment design.,state your general stance and the rationale tied to learning outcomes in your syllabus,1
University of Notre Dame,Ethical_Equity_Considerations,1,NA,Acknowledges accessibility but lacks comprehensive equity discussion.,Provide no-cost or institutionally supported options when feasible,1
University of Notre Dame,Tone_Orientation,2,NA,Overall tone is permissive with safeguards; balanced across policy spectra.,"Encouraged to use generative AI as a collaborator for idea generation, drafting, and revision",1
University of Notre Dame,Implementation_Authority,1,NA,University sets overarching guidance but faculty have discretion at course level.,align your course policy with University Honor Code language,1
University of Notre Dame,Tools_Specificity,2,NA,Specifies tool names and provides concrete examples across policy levels.,"Generative AI tools (e.g., ChatGPT, Gemini, Copilot) may not be used for any part of this course",1
University of Notre Dame,Purpose_Scope,1,Balanced,"The excerpt references an overarching institutional policy, indicating scope but not fully detailed.",Review the official Notre Dame University-level policy on generative AI in education,2
University of Notre Dame,Permitted_Uses,1,Balanced,"Mentions strategic and open approaches, showing some permitted uses.",Use of AI is allowed only for certain tasks or assignments,2
University of Notre Dame,Prohibited_Uses,0,NA,No explicit prohibition stated in the excerpt.,,2
University of Notre Dame,Disclosure_Citation_Requirements,1,Balanced,Encourages citation and fact‑checking practices.,"Teach verification: Fact-check AI outputs, check citations",2
University of Notre Dame,Accountability_Enforcement,0,NA,No enforcement mechanisms or accountability measures are described.,,2
University of Notre Dame,Pedagogical_Integration,1,Balanced,Includes pedagogical guidance on verifying AI content.,"Teach verification: Fact-check AI outputs, check citations",2
University of Notre Dame,Ethical_Equity_Considerations,1,NA,Addresses privacy and equity concerns for students.,Avoid requiring students to upload sensitive or proprietary data to public tools; remind them that public models may retain prompts,2
University of Notre Dame,Tone_Orientation,NA,Balanced,"The policy offers multiple approaches (closed, strategic, open) indicating a balanced stance.",,2
University of Notre Dame,Implementation_Authority,1,NA,Mentions institutional support but not formal authority.,Seek support from ND Learning or your colleagues,2
University of Notre Dame,Tools_Specificity,1,Balanced,Provides specific tool considerations and accessibility guidance.,Avoid requiring students to upload sensitive or proprietary data to public tools; ensure captioning and screen-reader compatibility in AI-enabled workflows,2
Vanderbilt University,Purpose_Scope,2,Balanced,Explicitly states purpose and scope of policy at institutional level.,"The university empowers instructors to establish their own policies on the use of generative AI in the classroom, within the guidelines of the Honor Code.",1
Vanderbilt University,Permitted_Uses,1,Restrictive,"Mentions that instructors may permit use, but no specific permitted activities listed.",If you choose to allow your students to use these tools...,1
Vanderbilt University,Prohibited_Uses,0,NA,No explicit prohibition of any uses beyond instructor discretion.,,1
Vanderbilt University,Disclosure_Citation_Requirements,2,Balanced,Clear requirement for disclosure; also mentions citation guidelines.,students must disclose all generative AI usage,1
Vanderbilt University,Accountability_Enforcement,1,Restrictive,"Responsibility placed on instructors, no formal enforcement mechanism described.",It is your responsibility to determine how or if you allow...,1
Vanderbilt University,Pedagogical_Integration,2,Balanced,Provides detailed guidance for integrating policy into syllabi and classroom discussions.,Including a statement in your syllabus can be a helpful way to clearly state your expectations.,1
Vanderbilt University,Ethical_Equity_Considerations,1,Restrictive,Touches on ethical considerations but lacks depth on equity issues.,How will I ensure students are aware of and respect any applicable confidentiality and privacy policies?,1
Vanderbilt University,Tone_Orientation,2,Balanced,Overall tone is balanced with emphasis on integrity and instructor autonomy.,Vanderbilt has a unifying Honor Code across all schools that centralizes a commitment to completing academic endeavors ethically.,1
Vanderbilt University,Implementation_Authority,2,Balanced,Clear authority delegated to individual instructors.,The university empowers instructors to establish their own policies...,1
Vanderbilt University,Tools_Specificity,1,Restrictive,Mentions tools (citation styles) but no specific AI tool guidance.,How will I require students to disclose and/or cite their use of generative AI? Will I create my own guidelines or have them follow APA citation guidelines or MLA citation guidelines?,1
Vanderbilt University,Purpose_Scope,1,Balanced,"The text outlines a general intent to explain and justify the policy, but does not provide a comprehensive scope or formal purpose statement.",How will I help my students understand my generative AI policies and my rationale for these policies?,2
Vanderbilt University,Permitted_Uses,0,NA,No explicit mention of what uses are allowed.,,2
Vanderbilt University,Prohibited_Uses,1,Restrictive,"The text references unauthorized use as prohibited, but lacks a detailed list of specific prohibitions.",If you suspect the unauthorized use of generative AI,2
Vanderbilt University,Disclosure_Citation_Requirements,0,NA,No guidance on disclosure or citation requirements is provided.,,2
Vanderbilt University,Accountability_Enforcement,2,Restrictive,"The policy references formal procedures, honor council reporting, and enforcement mechanisms.",Faculty Guide to the Honor System provides an overview of how to address suspected violations,2
Vanderbilt University,Pedagogical_Integration,2,NA,Explicit encouragement of pedagogical integration with safeguards is present.,you may also want to design opportunities for students to develop AI literacy by incorporating generative AI into your teaching,2
Vanderbilt University,Ethical_Equity_Considerations,1,Balanced,Mentions equity concerns but not a comprehensive ethical framework.,consider whether your changes could inadvertently create new hurdles and burdens for students with disabilities,2
Vanderbilt University,Tone_Orientation,1,NA,The tone is instructional and supportive rather than punitive.,How will I motivate my students to follow my policies?,2
Vanderbilt University,Implementation_Authority,2,NA,"Clear authority structures (faculty, honor council) are identified for implementation.",Faculty Guide to the Honor System provides an overview of how to address suspected violations of the Honor Code,2
Vanderbilt University,Tools_Specificity,1,NA,Mentions detection red flags but lacks specific tools or technical guidance.,There are currently no foolproof methods for detecting the use of generative AI,2
Vanderbilt University,Purpose_Scope,0,,The excerpt does not describe the overall purpose or scope of the AI policy.,,3
Vanderbilt University,Permitted_Uses,0,,No permitted uses are mentioned in the provided text.,,3
Vanderbilt University,Prohibited_Uses,0,,The excerpt does not specify prohibited uses of generative AI.,,3
Vanderbilt University,Disclosure_Citation_Requirements,0,,There is no reference to disclosure or citation requirements in the text.,,3
Vanderbilt University,Accountability_Enforcement,2,Restrictive,The excerpt clearly outlines enforcement procedures and penalties for violations.,"If found guilty, the panel will assign penalty based on the following factors: Flagrancy Premeditation Truthfulness",3
Vanderbilt University,Pedagogical_Integration,0,,No discussion of how AI is integrated into pedagogy appears in the text.,,3
Vanderbilt University,Ethical_Equity_Considerations,0,,The excerpt does not address ethical or equity issues related to AI use.,,3
Vanderbilt University,Tone_Orientation,1,Balanced,"The language is neutral, neither strongly permissive nor restrictive, indicating a balanced tone.",The Undergraduate Honor Council does not have to determine if AI usage occurred,3
Vanderbilt University,Implementation_Authority,2,Restrictive,The excerpt specifies that the Honor Council and instructors have authority to assess AI use.,The Undergraduate Honor Council will consider factors including ... Instructor analysis of the assignment submission for known indicators of artificial intelligence,3
Vanderbilt University,Tools_Specificity,0,,No specific tools or methods for detecting or managing AI usage are mentioned.,,3
Carnegie Mellon University,Purpose_Scope,2,Balanced,clearly states purpose and scope of academic integrity policy,students at Carnegie Mellon are engaged in intellectual activity consistent with the highest standards of the academy,1
Carnegie Mellon University,Permitted_Uses,1,Restrictive,mentions limited permitted uses but no detail on AI tools,collaboration or assistance on academic work to be graded is not permitted unless explicitly authorized by the course instructor(s),1
Carnegie Mellon University,Prohibited_Uses,2,Restrictive,explicitly lists prohibited behaviors including unauthorized assistance,Cheating occurs when a student avails her/himself of an unfair or disallowed advantage which includes but is not limited to: ... Plagiarism is defined as the use of work or concepts contributed by other individuals without proper attribution or citation,1
Carnegie Mellon University,Disclosure_Citation_Requirements,2,Balanced,clearly mandates citation and acknowledgment for all sources,"In all academic work to be graded, the citation of all sources is required...the acknowledgement of any collaboration or assistance is likewise required",1
Carnegie Mellon University,Accountability_Enforcement,2,Restrictive,states consequences and enforcement mechanism,Failure to do so is dishonest and is subject to disciplinary action,1
Carnegie Mellon University,Pedagogical_Integration,1,Balanced,mentions instructor role but no detailed pedagogical guidance,"Instructors have a duty to communicate their expectations including those specific to collaboration, assistance, citation and acknowledgement within each course",1
Carnegie Mellon University,Ethical_Equity_Considerations,0,,policy does not explicitly address equity or broader ethical issues beyond integrity,,1
Carnegie Mellon University,Tone_Orientation,1,Balanced,overall tone is balanced with emphasis on mutual responsibility,"relationship between students and instructors and their shared commitment to overarching standards of respect, honor and transparency determine the integrity of our community of scholars",1
Carnegie Mellon University,Implementation_Authority,2,Restrictive,clearly assigns authority to instructors and students,Instructors have a duty to communicate their expectations...Students likewise have a duty to ensure that they understand and abide by the standards,1
Carnegie Mellon University,Tools_Specificity,0,,policy does not mention specific AI tools or technologies,,1
Carnegie Mellon University,Purpose_Scope,0,,No explicit statement of purpose or scope is present in the excerpt.,,2
Carnegie Mellon University,Permitted_Uses,0,,The excerpt does not describe any permitted uses of generative AI.,,2
Carnegie Mellon University,Prohibited_Uses,0,,No prohibited uses are identified in the provided text.,,2
Carnegie Mellon University,Disclosure_Citation_Requirements,0,,There is no mention of disclosure or citation requirements.,,2
Carnegie Mellon University,Accountability_Enforcement,1,Balanced,"The excerpt references procedures for addressing violations, indicating some enforcement mechanism.",Procedures for dealing with allegations of these policy violations are detailed in the university's Academic Integrity Actions Procedures,2
Carnegie Mellon University,Pedagogical_Integration,0,,No discussion of how AI is integrated into teaching or learning activities.,,2
Carnegie Mellon University,Ethical_Equity_Considerations,0,,The text does not address ethical or equity issues related to AI use.,,2
Carnegie Mellon University,Tone_Orientation,0,,No overall tone is discernible from the excerpt alone.,,2
Carnegie Mellon University,Implementation_Authority,1,Balanced,"The excerpt identifies specific authorities responsible for oversight, indicating a defined implementation structure.",Periodic review of these procedures will be overseen by the Dean of Student Affairs or her/his designee in consultation with Faculty Senate and the relevant student governing bodies,2
Carnegie Mellon University,Tools_Specificity,0,,No specific tools or technologies are mentioned.,,2
University of Michigan-Ann Arbor,Purpose_Scope,2,NA,Explicitly states purpose and scope covering applicants and students.,"Guidance and Policies Related to Use of GenAI for Rackham Applicants In 2023, the University of Michigan (U-M) launched tools and guidance on use of Generative Artificial Intelligence (GenAI), including guidance and resources for students.",1
University of Michigan-Ann Arbor,Permitted_Uses,2,NA,"Lists specific allowed uses such as searching, grammar review, translation aid.",GenAI tools may be used to search for guidance and suggestions on the application process,1
University of Michigan-Ann Arbor,Prohibited_Uses,2,NA,Clearly enumerates disallowed actions and consequences.,"Use of GenAI tools to outline, substantively draft, or write the content of your application essays",1
University of Michigan-Ann Arbor,Disclosure_Citation_Requirements,1,NA,Requires declaration but no citation guidelines for AI-generated text.,attestation that you are the sole author of all written passages in your application,1
University of Michigan-Ann Arbor,Accountability_Enforcement,2,NA,Specifies enforcement mechanism and severe consequence.,"Admission to Rackham may be revoked if any part of the application contains falsifications, misrepresentations, or omissions.",1
University of Michigan-Ann Arbor,Pedagogical_Integration,0,NA,"Policy focuses on applicants, not instructional integration.",,1
University of Michigan-Ann Arbor,Ethical_Equity_Considerations,2,NA,"Acknowledges bias, mislead risk, and calls for human verification.",GenAI can be biased and misleading,1
University of Michigan-Ann Arbor,Tone_Orientation,1,Balanced,Provides both allowances and restrictions in a balanced manner.,This guidance for appropriate use of GenAI is analogous to ethical considerations...,1
University of Michigan-Ann Arbor,Implementation_Authority,2,NA,"Policy issued by the graduate school, indicating authority.",Rackham Graduate School has guidance for ethical use of GenAI in your application to graduate school.,1
University of Michigan-Ann Arbor,Tools_Specificity,1,NA,Mentions specific tools but not exhaustive; moderate specificity.,"GenAI tools, like Grammarly, may be used to review grammar and spelling",1
University of Michigan-Ann Arbor,Purpose_Scope,0,,No statement about purpose or scope is present in the excerpt.,,2
University of Michigan-Ann Arbor,Permitted_Uses,0,,The excerpt does not describe any permitted uses of GenAI.,,2
University of Michigan-Ann Arbor,Prohibited_Uses,0,,There is no mention of prohibited uses in the provided text.,,2
University of Michigan-Ann Arbor,Disclosure_Citation_Requirements,0,,The excerpt contains no disclosure or citation requirements for GenAI usage.,,2
University of Michigan-Ann Arbor,Accountability_Enforcement,0,,No enforcement mechanisms are described in the excerpt.,,2
University of Michigan-Ann Arbor,Pedagogical_Integration,0,,The text does not address how GenAI should be integrated into teaching or learning.,,2
University of Michigan-Ann Arbor,Ethical_Equity_Considerations,0,,There is no discussion of ethical or equity considerations in the excerpt.,,2
University of Michigan-Ann Arbor,Tone_Orientation,0,,The tone of the policy cannot be determined from the incomplete excerpt.,,2
University of Michigan-Ann Arbor,Implementation_Authority,0,,No authority or responsible body is identified in the provided text.,,2
University of Michigan-Ann Arbor,Tools_Specificity,0,NA,The excerpt does not specify particular GenAI tools or provide detailed guidance.,,2
Washington University in St Louis,Purpose_Scope,1,Balanced,Mentions overall responsibility but lacks detailed scope.,Responsible Use of Generative AI Guidance,1
Washington University in St Louis,Permitted_Uses,0,NA,No explicit permitted uses listed.,,1
Washington University in St Louis,Prohibited_Uses,2,Restrictive,Clearly states prohibited sharing of sensitive info and warns against hallucinations.,Do not enter confidential or protected data,1
Washington University in St Louis,Disclosure_Citation_Requirements,1,NA,Requires citation but no detailed format.,cited properly before submission or publication,1
Washington University in St Louis,Accountability_Enforcement,2,Restrictive,Assigns personal responsibility and mentions reporting phishing.,Each individual is responsible for any content that is produced or published,1
Washington University in St Louis,Pedagogical_Integration,1,NA,Encourages faculty instruction but no structured framework.,Faculty members should teach and advise students about policies on the permitted uses of AI in classes,1
Washington University in St Louis,Ethical_Equity_Considerations,0,NA,No explicit mention of equity or broader ethics.,,1
Washington University in St Louis,Tone_Orientation,1,Balanced,Overall tone is cautious and advisory.,Be Mindful Not to Share Sensitive Information,1
Washington University in St Louis,Implementation_Authority,2,NA,"Delegates policy development to schools, indicating authority.",Schools will be developing and updating their policies as we learn more about AI tools,1
Washington University in St Louis,Tools_Specificity,1,NA,Mentions types of tools but lacks specific tool names.,publicly available or vendor-enabled AI tools,1
Emory University,Purpose_Scope,1,NA,"The excerpt indicates a general purpose to guide AI usage, but details are minimal.",Guidelines around the use and reference of AI are evolving,1
Emory University,Permitted_Uses,0,NA,No specific permitted uses are described.,,1
Emory University,Prohibited_Uses,0,NA,No prohibited uses are mentioned.,,1
Emory University,Disclosure_Citation,2,NA,Clear instruction on disclosure and citation requirements is provided.,Always confirm with your professor whether using artificial intelligence tools such as ChatGPT is acceptable for each assignment,1
Emory University,Accountability_Enforcement,0,NA,No enforcement mechanisms are outlined.,,1
Emory University,Pedagogical_Integration,0,NA,The text does not discuss integration into teaching practices.,,1
Emory University,Ethical_Equity,0,NA,No ethical or equity considerations are addressed.,,1
Emory University,Tone_Orientation,1,Balanced,The tone is neither overly restrictive nor permissive; it encourages ongoing review.,"Guidelines around the use and reference of AI are evolving, so citation recommendations will be refreshed over time.",1
Emory University,Implementation_Authority,0,NA,No authority or responsible body is specified.,,1
Emory University,Tools_Specificity,1,NA,Mentions specific AI tools but lacks detailed specifications.,artificial intelligence tools such as ChatGPT,1
Georgetown University,Purpose_Scope,1,Balanced,the policy defines the scope and purpose but does not provide detailed guidance or enforcement mechanisms,generative AI is a type of artificial intelligence that creates new content by learning from existing data,1
Georgetown University,Permitted_Uses,0,NA,no explicit list of allowed uses appears in the excerpt,,1
Georgetown University,Prohibited_Uses,1,NA,the policy lists specific prohibitions but does not cover all potential uses,Don’t Allow Bots to Attend a Meeting,1
Georgetown University,Disclosure_Citation_Requirements,1,NA,disclosure is required in certain circumstances but no citation guidance for academic work,"Use of AI tools must be disclosed if prescribed by law, university policy, or publisher requirements",1
Georgetown University,Accountability_Enforcement,1,NA,"responsibility is stated, but enforcement procedures are not detailed",Members of the Georgetown community are accountable for the work product or decisions resulting from their use of AI,1
Georgetown University,Pedagogical_Integration,0,NA,the excerpt references classroom settings but offers no specific pedagogical guidance,,1
Georgetown University,Ethical_Equity_Considerations,2,NA,"covers fairness, privacy, security, IP—strong ethical framework",Members of the Georgetown community should be mindful that AI outputs may sometimes contain bias,1
Georgetown University,Tone_Orientation,1,NA,policy balances permissive language with restrictive safeguards,,1
Georgetown University,Implementation_Authority,1,NA,authority is identified but implementation details are limited,These guidelines were developed by the Office of General Counsel and University Information Services,1
Georgetown University,Tools_Specificity,1,NA,mentions approval process but does not list specific tools or platforms,"Do not upload, input, or analyze university data in an AI tool that is not approved by UIS",1
University of Virginia-Main Campus,Purpose_Scope,2,Balanced,Explicitly states purpose and scope for all courses.,Students have a right to know when and how artificial intelligence (AI) tools may be used in any given course.,1
University of Virginia-Main Campus,Permitted_Uses,2,Permissive,Lists specific allowed activities with no penalty.,The use of generative AI tools is permitted with the following activities…,1
University of Virginia-Main Campus,Prohibited_Uses,2,Restrictive,Provides clear prohibited actions and penalties.,The use of generative AI tools is NOT permitted for the following activities: …,1
University of Virginia-Main Campus,Disclosure_Citation_Requirements,2,Balanced,Mandates citation and acknowledgement for all AI use.,Properly citing the contribution of the foundation model or other AI tools in submitted material.,1
University of Virginia-Main Campus,Accountability_Enforcement,1,Balanced,Mentions enforcement but lacks detailed mechanisms.,Describing how the use of AI tools will be enforced.,1
University of Virginia-Main Campus,Pedagogical_Integration,2,Permissive,Encourages integration into learning outcomes.,SDS faculty are encouraged to teach students how to thoughtfully and ethically incorporate AI tools…,1
University of Virginia-Main Campus,Ethical_Equity_Considerations,1,Balanced,Addresses bias/fake content but limited scope.,Acknowledging that large language models tend to produce incorrect facts and fake citations.,1
University of Virginia-Main Campus,Tone_Orientation,2,Balanced,"Overall tone is balanced with rights, responsibilities, and guidance.",Students have the right to: – Receive clearly communicated rules…,1
University of Virginia-Main Campus,Implementation_Authority,1,Balanced,Authority lies with faculty but default guidelines exist.,Faculty are responsible for clearly outlining when and how AI tools may be used in their course syllabi.,1
